ID,KUNDE_ID,VARE_ID,KJØNN,FARGE,STØRRELSE
1000875,2030146134,99,M,,M
1000876,16015522805,105,M,,XS
1000877,18018020862,70,F,,XL
1000878,23053723527,68,M,,XS
1000879,18055113781,18,M,,XS
1000880,13108521370,101,M,,M
1000881,7077349841,52,F,,50
1000882,10076649893,94,M,,XXL
1000883,26069219488,41,M,,XL
1000884,11117319646,22,F,,35
1000885,17054512066,68,F,,L
1000886,1097118821,29,M,,46
1000887,10100387072,31,F,,44
1000888,23097121664,80,M,,XXL
1000889,10047122177,18,M,,S
1000890,13066821298,48,F,,XL
1000891,27088220361,90,F,,XXL
1000892,10100387072,156,F,,44
1000893,13108521370,55,M,,52
1000894,10114000294,64,M,,L
1000895,10106500083,156,F,,52
1000896,10100682058,101,F,,XXL
1000897,10106011430,114,M,,XXL
1000898,30054420680,55,F,,46
1000899,30036549854,152,F,,50
1000900,10076649893,73,M,,XXL
1000901,5055520269,155,F,,50
1000902,1014700230,84,M,,S
1000903,6073910828,101,F,,S
1000904,27128922488,6,F,,XXL
1000905,10100387072,71,F,,S
1000906,5087949879,45,F,,48
1000907,20114820076,28,F,,45
1000908,1014700230,5,M,,S
1000909,15016319888,128,M,,48
1000910,14077421433,109,M,,75C
1000911,30116822004,133,F,,52
1000912,5107219368,50,M,,46
1000913,17054512066,9,F,,L
1000914,16086520005,39,M,,46
1000915,30075423140,58,M,,S
1000916,21094649908,20,F,,41
1000917,23097749981,122,F,,46
1000918,2030146134,86,M,,M
1000919,10103000004,93,M,,L
1000920,4108249779,117,M,,S
1000921,15016319888,109,M,,75D
1000922,27024821108,74,F,,L
1000923,15016319888,134,M,,48
1000924,8068691851,40,M,,39
1000925,10104300257,104,F,,XL
1000926,31056549873,3,M,,L
1000927,3108549954,11,F,,XL
1000928,13066819501,121,M,,46
1000929,9056718246,57,M,,XXL
1000930,27128922488,61,F,,XXL
1000931,25076919219,42,M,,L
1000932,25076919219,63,M,,L
1000933,15115720764,27,M,,43
1000934,27128922488,154,F,,46
1000935,18018020862,7,F,,XL
1000936,10105000060,24,M,,40
1000937,16015522805,146,M,,XS
1000938,13108521370,79,M,,M
1000939,6047749997,81,M,,L
1000940,18018020862,87,F,,XL
1000941,10107000017,15,F,,XXL
1000942,23077517375,41,M,,S
1000943,10105000141,46,M,,50
1000944,5107219368,112,M,,S
1000945,18096221319,63,F,,M
1000946,18055113781,106,M,,XS
1000947,5107219368,30,M,,41
1000948,19087221558,121,F,,46
1000949,10106500083,47,F,,XS
1000950,27088220361,11,F,,XXL
1000951,13119900462,118,F,,XXL
1000952,10100682058,133,F,,50
1000953,16086520005,88,M,,XL
1000954,10103000004,8,M,,L
1000955,13119900462,32,F,,45
1000956,13108521370,38,M,,38
1000957,23097749981,130,F,,XS
1000958,25043817909,141,M,,50
1000959,10105014045,105,F,,XL
1000960,17054512066,78,F,,L
1000961,29098318664,92,F,,M
1000962,25015121141,82,F,,L
1000963,13066821298,121,F,,48
1000964,23097121664,10,M,,XXL
1000965,10103022989,125,M,,XS
1000966,25076919219,57,M,,L
1000967,23053723527,86,M,,XS
1000968,9056718246,29,M,,43
1000969,10105500136,5,M,,XXL
1000970,10105500055,36,M,,46
1000971,10108000045,31,F,,42
1000972,27107021960,57,F,,XS
1000973,1097118821,116,M,,L
1000974,31128424531,98,M,,XS
1000975,9016618850,103,F,,70B
1000976,17054512066,152,F,,52
1000977,3028711300,74,F,,L
1000978,10106600185,77,F,,M
1000979,13066819501,107,M,,M
1000980,31074120485,83,F,,XS
1000981,29098318664,68,F,,M
1000982,18018020862,52,F,,54
1000983,19075019974,117,F,,L
1000984,27024821108,59,F,,L
1000985,25043817909,55,M,,50
1000986,19075019974,22,F,,35
1000987,1097118821,150,M,,48
1000988,9016618850,10,F,,XS
1000989,10103022989,37,M,,35
1000990,11106421406,99,F,,XXL
1000991,3057621213,42,F,,L
1000992,62126000001,65,F,,L
1000993,26069219488,26,M,,35
1000994,15016319888,104,M,,M
1000995,24125328160,115,M,,L
1000996,17065349957,50,M,,44
1000997,30116822004,46,F,,52
1000998,31128424531,56,M,,XS
1000999,1127523203,37,F,,43
1001000,10105014045,74,F,,XL
1001001,21094649908,89,F,,XXL
1001002,23097121664,36,M,,40
1001003,10107000017,154,F,,54
1001004,24014021406,127,F,,44
1001005,19075019974,78,F,,L
1001006,14077421433,47,M,,S
1001007,10104300257,101,F,,XL
1001008,17065349957,65,M,,M
1001009,27128922488,66,F,,XXL
1001010,50094803435,45,M,,50
1001011,3057621213,111,F,,L
1001012,2030146134,6,M,,M
1001013,13116311229,13,M,,XXL
1001014,29098318664,9,F,,M
1001015,1127523203,157,F,,54
1001016,29027619523,58,M,,XS
1001017,1097118821,147,M,,48
1001018,10100387072,90,F,,S
1001019,30116822004,17,F,,M
1001020,17127419167,129,M,,S
1001021,8068691851,147,M,,48
1001022,10105000060,8,M,,M
1001023,26069219488,97,M,,XL
1001024,1127523203,124,F,,XS
1001025,10100085009,2,M,,XXL
1001026,22078120022,97,M,,M
1001027,10103022989,124,M,,XS
1001028,30047721179,79,M,,L
1001029,18096221319,85,F,,M
1001030,24036417648,43,F,,XL
1001031,5037527132,94,F,,XL
1001032,23034218595,75,F,,XXL
1001033,10108000045,2,F,,M
1001034,23115627058,102,M,,M
1001035,10114000294,66,M,,L
1001036,21094649908,26,F,,41
1001037,10108600050,147,M,,46
1001038,23115627058,41,M,,M
1001039,10105014045,6,F,,XL
1001040,5055520269,55,F,,50
1001041,18096221319,20,F,,39
1001042,23097121664,106,M,,XXL
1001043,25015121141,87,F,,L
1001044,23026421306,134,M,,54
1001045,10106500083,8,F,,XS
1001046,10104300257,61,F,,XL
1001047,19075019974,151,F,,46
1001048,31074120485,42,F,,XS
1001049,8068691851,74,M,,XL
1001050,5037527132,143,F,,46
1001051,30047721179,22,M,,36
1001052,10106011430,55,M,,48
1001053,30075423140,127,M,,54
1001054,26069219488,158,M,,44
1001055,27088220361,156,F,,44
1001056,27024821108,54,F,,L
1001057,10104300257,137,F,,OneSize
1001058,18055113781,124,M,,XS
1001059,6073910828,158,F,,44
1001060,10117500182,91,F,,XXL
1001061,31128424531,157,M,,48
1001062,10108000045,99,F,,M
1001063,10106011430,59,M,,XXL
1001064,23045612120,76,M,,XL
1001065,17065349957,111,M,,M
1001066,10117500182,9,F,,XXL
1001067,30075423140,33,M,,40
1001068,11117319646,146,F,,M
1001069,11117319646,102,F,,M
1001070,10108600050,123,M,,46
1001071,10107000017,113,F,,XXL
1001072,24036417648,123,F,,48
1001073,10105500055,152,M,,50
1001074,18096221319,88,F,,M
1001075,17013827222,107,M,,M
1001076,24125328160,64,M,,L
1001077,16086520005,139,M,,XL
1001078,9016618850,14,F,,54
1001079,27107021960,20,F,,36
1001080,25043817909,49,M,,50
1001081,23045612120,156,M,,52
1001082,27088220361,6,F,,XXL
1001083,10105500055,28,M,,46
1001084,11117319646,75,F,,M
1001085,10105500136,141,M,,54
1001086,16015522805,152,M,,48
1001087,8068691851,121,M,,48
1001088,10103000004,157,M,,48
1001089,13057919803,125,F,,L
1001090,5107219368,2,M,,S
1001091,27088220361,63,F,,XXL
1001092,21094649908,42,F,,XXL
1001093,1127523203,36,F,,43
1001094,27088220361,101,F,,XXL
1001095,13057919803,12,F,,L
1001096,21094649908,134,F,,46
1001097,20114820076,93,F,,XL
1001098,25043817909,154,M,,50
1001099,30054420680,34,F,,46
1001100,27107021960,42,F,,XS
1001101,15016319888,105,M,,M
1001102,3057621213,46,F,,48
1001103,10103000004,30,M,,43
1001104,10117500182,30,F,,45
1001105,24036417648,155,F,,48
1001106,10117000279,72,F,,XXL
1001107,17054512066,27,F,,40
1001108,13126021067,88,F,,L
1001109,10100085009,52,M,,44
1001110,15115720764,90,M,,XS
1001111,23097749981,98,F,,XS
1001112,10103022989,102,M,,XS
1001113,10105500136,137,M,,OneSize
1001114,22084419684,17,M,,XL
1001115,10105500136,57,M,,XXL
1001116,17065349957,41,M,,M
1001117,11117319646,123,F,,52
1001118,10105500055,133,M,,50
1001119,10105014045,79,F,,XL
1001120,10100387072,93,F,,S
1001121,18055113781,29,M,,46
1001122,30036549854,9,F,,XXL
1001123,62126000001,130,F,,L
1001124,1097118821,57,M,,L
1001125,9016618850,39,F,,41
1001126,31074120485,75,F,,XS
1001127,13066819501,50,M,,46
1001128,10106011430,158,M,,48
1001129,10106011430,9,M,,XXL
1001130,19075019974,85,F,,L
1001131,1097118821,89,M,,L
1001132,10117000279,39,F,,43
1001133,27128922488,65,F,,XXL
1001134,5087949879,2,F,,XL
1001135,10105000141,9,M,,XS
1001136,14077421433,94,M,,S
1001137,29027619523,46,M,,48
1001138,27128922488,111,F,,XXL
1001139,4108249779,69,M,,S
1001140,18096221319,86,F,,M
1001141,10100682058,122,F,,50
1001142,11117319646,96,F,,M
1001143,10106500083,5,F,,XS
1001144,31074120485,9,F,,XS
1001145,1014700230,18,M,,S
1001146,4108249779,129,M,,S
1001147,16015522805,47,M,,XS
1001148,23077517375,61,M,,S
1001149,10105500055,40,M,,46
1001150,23045612120,36,M,,37
1001151,24125328160,58,M,,L
1001152,10106600185,138,F,,M
1001153,17054512066,4,F,,L
1001154,18055113781,137,M,,OneSize
1001155,30036549854,133,F,,50
1001156,5107219368,151,M,,46
1001157,27107021960,114,F,,XS
1001158,14077421433,30,M,,42
1001159,30036549854,66,F,,XXL
1001160,9056718246,129,M,,XXL
1001161,10100387072,113,F,,S
1001162,22017519488,7,F,,XXL
1001163,9047819765,134,F,,54
1001164,27024821108,93,F,,L
1001165,10117000279,97,F,,XXL
1001166,5055520269,59,F,,S
1001167,14077421433,103,M,,75C
1001168,11117319646,58,F,,M
1001169,1097118821,107,M,,L
1001170,30036549854,40,F,,44
1001171,22078120022,155,M,,48
1001172,30116822004,150,F,,52
1001173,13066821298,96,F,,XL
1001174,31074120485,62,F,,XS
1001175,10100085009,103,M,,75D
1001176,26037821062,113,F,,XL
1001177,10105000060,141,M,,50
1001178,29034620421,77,M,,XS
1001179,3057621213,104,F,,L
1001180,10105014045,35,F,,36
1001181,23026421306,156,M,,54
1001182,29034620421,150,M,,50
1001183,9016618850,2,F,,XS
1001184,9016618850,133,F,,54
1001185,13119900462,56,F,,XXL
1001186,3057621213,134,F,,48
1001187,10104000032,131,F,,L
1001188,10103022989,106,M,,XS
1001189,5107219368,103,M,,75C
1001190,10108600050,118,M,,XS
1001191,10100387072,92,F,,S
1001192,17013827222,157,M,,50
1001193,10105014045,86,F,,XL
1001194,25015121141,78,F,,L
1001195,3057621213,27,F,,38
1001196,10105500055,59,M,,XS
1001197,26037821062,157,F,,48
1001198,23026421306,9,M,,S
1001199,14077421433,92,M,,S
1001200,10103000004,53,M,,L
1001201,23034218595,154,F,,44
1001202,27128922488,38,F,,42
1001203,10106500083,141,F,,52
1001204,10100387072,100,F,,S
1001205,62126000001,67,F,,L
1001206,23045612120,48,M,,XL
1001207,27107021960,17,F,,XS
1001208,27024821108,66,F,,L
1001209,30047721179,77,M,,L
1001210,10108000045,108,F,,75E
1001211,23045612120,149,M,,52
1001212,31074120485,79,F,,XS
1001213,17127419167,99,M,,S
1001214,5055520269,96,F,,S
1001215,19075019974,129,F,,L
1001216,20114820076,17,F,,XL
1001217,19075019974,94,F,,L
1001218,10103022989,24,M,,35
1001219,29098318664,107,F,,M
1001220,10100682058,142,F,,50
1001221,5037527132,15,F,,XL
1001222,8068691851,151,M,,48
1001223,17013827222,92,M,,M
1001224,16086520005,109,M,,75E
1001225,5087949879,31,F,,46
1001226,1097118821,64,M,,L
1001227,13066819501,74,M,,M
1001228,10106000250,154,F,,44
1001229,18055113781,19,M,,XS
1001230,27088220361,7,F,,XXL
1001231,62126000001,146,F,,L
1001232,3028711300,69,F,,L
1001233,16015522805,81,M,,XS
1001234,30047721179,113,M,,L
1001235,25043817909,66,M,,S
1001236,5087949879,97,F,,XL
1001237,10117000279,28,F,,43
1001238,30075423140,114,M,,S
1001239,1014700230,91,M,,S
1001240,8068691851,69,M,,XL
1001241,1127523203,82,F,,XS
1001242,23097121664,7,M,,XXL
1001243,23077517375,150,M,,52
1001244,30054420680,93,F,,XXL
1001245,31056549873,29,M,,38
1001246,17054512066,52,F,,52
1001247,23026421306,125,M,,S
1001248,9016618850,51,F,,XS
1001249,10107000017,15,F,,XXL
1001250,21094649908,143,F,,46
1001251,11117319646,102,F,,M
1001252,17013827222,54,M,,M
1001253,17065349957,89,M,,M
1001254,24125328160,143,M,,50
1001255,10107000017,64,F,,XXL
1001256,30075423140,12,M,,S
1001257,10105014045,112,F,,XL
1001258,30075423140,78,M,,S
1001259,27088220361,127,F,,44
1001260,13108521370,149,M,,52
1001261,4108249779,43,M,,S
1001262,3028711300,120,F,,48
1001263,25076919219,33,M,,45
1001264,16086520005,3,M,,XL
1001265,27107021960,38,F,,36
1001266,30047721179,57,M,,L
1001267,22017519488,42,F,,XXL
1001268,10106600185,102,F,,M
1001269,10105014045,86,F,,XL
1001270,2030146134,114,M,,M
1001271,5107219368,138,M,,S
1001272,24036417648,15,F,,XL
1001273,13057919803,65,F,,L
1001274,23097121664,24,M,,40
1001275,10107000017,107,F,,XXL
1001276,13119900462,32,F,,45
1001277,23053723527,39,M,,39
1001278,15115720764,104,M,,XS
1001279,10076649893,55,M,,44
1001280,10104300257,105,F,,XL
1001281,23097121664,20,M,,40
1001282,10105500136,28,M,,35
1001283,14077421433,7,M,,S
1001284,1097118821,71,M,,L
1001285,16086520005,30,M,,46
1001286,30075423140,14,M,,54
1001287,10108000045,38,F,,42
1001288,22084419684,2,M,,XL
1001289,5107219368,12,M,,S
1001290,24036417648,44,F,,XL
1001291,16086520005,106,M,,XL
1001292,3028711300,72,F,,L
1001293,9056718246,33,M,,43
1001294,20114820076,61,F,,XL
1001295,24014021406,34,F,,35
1001296,10114000294,42,M,,L
1001297,18096221319,3,F,,M
1001298,25043817909,17,M,,S
1001299,30116822004,93,F,,M
1001300,10047122177,19,M,,S
1001301,10114000294,44,M,,L
1001302,5037527132,28,F,,45
1001303,4108249779,142,M,,46
1001304,10104000032,28,F,,46
1001305,10104300257,90,F,,XL
1001306,13116311229,129,M,,XXL
1001307,2030146134,104,M,,M
1001308,24014021406,154,F,,44
1001309,10106011430,73,M,,XXL
1001310,2030146134,142,M,,48
1001311,27128922488,35,F,,42
1001312,22017519488,102,F,,XXL
1001313,23115627058,18,M,,M
1001314,4108249779,107,M,,S
1001315,22078120022,153,M,,48
1001316,14077421433,156,M,,46
1001317,25043817909,139,M,,S
1001318,30116822004,11,F,,M
1001319,10105000141,109,M,,70B
1001320,30054420680,126,F,,46
1001321,16086520005,2,M,,XL
1001322,26037821062,46,F,,48
1001323,10106011430,25,M,,36
1001324,22084419684,40,M,,38
1001325,50094803435,64,M,,XS
1001326,2030146134,123,M,,48
1001327,22078120022,114,M,,M
1001328,31056549873,27,M,,38
1001329,29034620421,79,M,,XS
1001330,10106500083,64,F,,XS
1001331,2030146134,62,M,,M
1001332,29034620421,41,M,,XS
1001333,31128424531,84,M,,XS
1001334,13057919803,96,F,,L
1001335,24036417648,31,F,,40
1001336,13057919803,21,F,,39
1001337,13119900462,76,F,,XXL
1001338,10117000279,150,F,,44
1001339,7077349841,99,F,,M
1001340,23053723527,122,M,,50
1001341,26069219488,38,M,,35
1001342,10105500136,152,M,,54
1001343,5037527132,14,F,,46
1001344,13066821298,2,F,,XL
1001345,7077349841,146,F,,M
1001346,23045612120,22,M,,37
1001347,10104300257,66,F,,XL
1001348,62126000001,14,F,,44
1001349,22017519488,37,F,,38
1001350,10107000017,119,F,,54
1001351,24014021406,39,F,,35
1001352,19087221558,112,F,,S
1001353,8107049836,22,F,,36
1001354,17065349957,144,M,,M
1001355,22017519488,130,F,,XXL
1001356,29098318664,105,F,,M
1001357,50094803435,117,M,,XS
1001358,23026421306,75,M,,S
1001359,22017519488,15,F,,XXL
1001360,9056718246,114,M,,XXL
1001361,5107219368,125,M,,S
1001362,23115627058,85,M,,M
1001363,10117000279,121,F,,44
1001364,16015522805,57,M,,XS
1001365,23077517375,45,M,,52
1001366,27024821108,110,F,,L
1001367,10104000032,149,F,,50
1001368,8107049836,61,F,,XS
1001369,8068691851,96,M,,XL
1001370,26037821062,68,F,,XL
1001371,23097749981,118,F,,XS
1001372,23053723527,38,M,,39
1001373,23034218595,45,F,,44
1001374,30075423140,5,M,,S
1001375,30054420680,109,F,,75D
1001376,1014700230,29,M,,40
1001377,22017519488,37,F,,38
1001378,22078120022,156,M,,48
1001379,17013827222,24,M,,35
1001380,5107219368,83,M,,S
1001381,17065349957,118,M,,M
1001382,10047122177,115,M,,S
1001383,27024821108,6,F,,L
1001384,25015121141,2,F,,L
1001385,18096221319,146,F,,M
1001386,4108249779,136,M,,46
1001387,24036417648,10,F,,XL
1001388,30116822004,109,F,,75C
1001389,11106421406,123,F,,44
1001390,29027619523,69,M,,XS
1001391,1014700230,36,M,,40
1001392,25043817909,42,M,,S
1001393,5107219368,71,M,,S
1001394,3057621213,77,F,,L
1001395,10106011430,24,M,,36
1001396,17054512066,83,F,,L
1001397,10104000032,39,F,,46
1001398,1127523203,44,F,,XS
1001399,10105000141,52,M,,50
1001400,27024821108,127,F,,50
1001401,30047721179,92,M,,L
1001402,5107219368,21,M,,41
1001403,62126000001,29,F,,36
1001404,23097121664,70,M,,XXL
1001405,26069219488,23,M,,35
1001406,17054512066,111,F,,L
1001407,10108000045,50,F,,44
1001408,30054420680,23,F,,46
1001409,3028711300,86,F,,L
1001410,10106000099,113,F,,M
1001411,23115627058,145,M,,M
1001412,13066821298,40,F,,45
1001413,50094803435,124,M,,XS
1001414,29027619523,19,M,,XS
1001415,20114820076,105,F,,XL
1001416,31074120485,73,F,,XS
1001417,1014700230,9,M,,S
1001418,10100387072,51,F,,S
1001419,24036417648,8,F,,XL
1001420,5107219368,130,M,,S
1001421,11117319646,48,F,,M
1001422,3057621213,123,F,,48
1001423,10105500055,79,M,,XS
1001424,5055520269,65,F,,S
1001425,10105014045,7,F,,XL
1001426,23053723527,52,M,,50
1001427,4108249779,141,M,,46
1001428,11106421406,3,F,,XXL
1001429,23097121664,141,M,,50
1001430,18055113781,35,M,,46
1001431,10106000250,90,F,,XS
1001432,10105500136,60,M,,XXL
1001433,10106500083,135,F,,52
1001434,29027619523,49,M,,48
1001435,9047819765,98,F,,M
1001436,13066821298,19,F,,XL
1001437,62126000001,46,F,,44
1001438,13116311229,119,M,,52
1001439,10100387072,47,F,,S
1001440,25043817909,91,M,,S
1001441,10105000141,18,M,,XS
1001442,10107000017,3,F,,XXL
1001443,5087949879,31,F,,46
1001444,10106011430,149,M,,48
1001445,30075423140,91,M,,S
1001446,10100085009,15,M,,XXL
1001447,17013827222,89,M,,M
1001448,11106421406,49,F,,44
1001449,10104000032,137,F,,OneSize
1001450,10105500055,89,M,,XS
1001451,10114000294,128,M,,46
1001452,17054512066,143,F,,52
1001453,18018020862,55,F,,54
1001454,62126000001,34,F,,36
1001455,23034218595,64,F,,XXL
1001456,10106000099,104,F,,M
1001457,7077349841,77,F,,M
1001458,7077349841,45,F,,50
1001459,29098318664,34,F,,41
1001460,10047122177,6,M,,S
1001461,23115627058,63,M,,M
1001462,14077421433,101,M,,S
1001463,10100682058,54,F,,XXL
1001464,10104000032,128,F,,50
1001465,30054420680,9,F,,XXL
1001466,23115627058,90,M,,M
1001467,24014021406,45,F,,44
1001468,18055113781,22,M,,46
1001469,10103022989,89,M,,XS
1001470,18096221319,43,F,,M
1001471,25076919219,7,M,,L
1001472,10100387072,51,F,,S
1001473,11117319646,94,F,,M
1001474,11117319646,97,F,,M
1001475,31056549873,91,M,,L
1001476,10103022989,133,M,,54
1001477,23097749981,2,F,,XS
1001478,5087949879,102,F,,XL
1001479,1097118821,95,M,,L
1001480,23026421306,106,M,,S
1001481,18018020862,66,F,,XL
1001482,10114000294,50,M,,46
1001483,9047819765,42,F,,M
1001484,23026421306,3,M,,S
1001485,17065349957,27,M,,44
1001486,20114820076,142,F,,44
1001487,6073910828,102,F,,S
1001488,10106000099,63,F,,M
1001489,10047122177,114,M,,S
1001490,22078120022,86,M,,M
1001491,16015522805,124,M,,XS
1001492,4108249779,54,M,,S
1001493,9047819765,133,F,,54
1001494,13066819501,120,M,,46
1001495,19075019974,35,F,,35
1001496,10105014045,43,F,,XL
1001497,10076649893,137,M,,OneSize
1001498,3028711300,48,F,,L
1001499,10105500055,123,M,,50
1001500,10106000250,132,F,,XS
1001501,24014021406,104,F,,XL
1001502,15016319888,74,M,,M
1001503,2030146134,33,M,,35
1001504,29034620421,146,M,,XS
1001505,30054420680,146,F,,XXL
1001506,9016618850,58,F,,XS
1001507,27107021960,7,F,,XS
1001508,9016618850,141,F,,54
1001509,10076649893,57,M,,XXL
1001510,30054420680,150,F,,46
1001511,7077349841,114,F,,M
1001512,23045612120,92,M,,XL
1001513,17065349957,151,M,,44
1001514,9056718246,114,M,,XXL
1001515,30116822004,112,F,,M
1001516,22084419684,18,M,,XL
1001517,9056718246,132,M,,XXL
1001518,10104300257,127,F,,46
1001519,5037527132,63,F,,XL
1001520,10114000294,137,M,,OneSize
1001521,22017519488,150,F,,48
1001522,1127523203,70,F,,XS
1001523,29098318664,102,F,,M
1001524,5087949879,71,F,,XL
1001525,16086520005,33,M,,46
1001526,26037821062,52,F,,48
1001527,6073910828,35,F,,40
1001528,17065349957,136,M,,44
1001529,23077517375,25,M,,41
1001530,5107219368,102,M,,S
1001531,9056718246,70,M,,XXL
1001532,14077421433,125,M,,S
1001533,16086520005,123,M,,54
1001534,5107219368,108,M,,75C
1001535,22084419684,93,M,,XL
1001536,14077421433,80,M,,S
1001537,30036549854,133,F,,50
1001538,21094649908,149,F,,46
1001539,10117000279,24,F,,43
1001540,10047122177,46,M,,50
1001541,10103022989,68,M,,XS
1001542,17013827222,60,M,,M
1001543,9016618850,34,F,,41
1001544,1127523203,105,F,,XS
1001545,22017519488,5,F,,XXL
1001546,4108249779,49,M,,46
1001547,2030146134,117,M,,M
1001548,6073910828,11,F,,S
1001549,10103022989,113,M,,XS
1001550,25015121141,89,F,,L
1001551,3108549954,157,F,,50
1001552,30036549854,9,F,,XXL
1001553,13116311229,152,M,,52
1001554,24036417648,135,F,,48
1001555,10108000045,43,F,,M
1001556,25076919219,103,M,,75B
1001557,10106000250,157,F,,44
1001558,13108521370,130,M,,M
1001559,10105000060,125,M,,M
1001560,30075423140,72,M,,S
1001561,5037527132,33,F,,45
1001562,6073910828,49,F,,44
1001563,5055520269,65,F,,S
1001564,7077349841,20,F,,37
1001565,10047122177,136,M,,50
1001566,31056549873,109,M,,70B
1001567,4108249779,73,M,,S
1001568,16086520005,94,M,,XL
1001569,17127419167,112,M,,S
1001570,1014700230,91,M,,S
1001571,30075423140,42,M,,S
1001572,13066819501,130,M,,M
1001573,31128424531,110,M,,XS
1001574,10105500136,54,M,,XXL
1001575,25076919219,61,M,,L
1001576,27088220361,26,F,,35
1001577,10106600185,43,F,,M
1001578,10108000045,31,F,,42
1001579,10114000294,40,M,,36
1001580,9016618850,40,F,,41
1001581,6047749997,22,M,,38
1001582,9016618850,131,F,,XS
1001583,5037527132,43,F,,XL
1001584,10104300257,128,F,,46
1001585,11117319646,57,F,,M
1001586,19075019974,25,F,,35
1001587,13119900462,16,F,,XXL
1001588,3028711300,10,F,,L
1001589,9016618850,9,F,,XS
1001590,10076649893,141,M,,44
1001591,24014021406,24,F,,35
1001592,24014021406,134,F,,44
1001593,30047721179,53,M,,L
1001594,8068691851,48,M,,XL
1001595,9056718246,22,M,,43
1001596,10103022989,69,M,,XS
1001597,6073910828,76,F,,S
1001598,10104300257,54,F,,XL
1001599,16086520005,128,M,,54
1001600,30047721179,14,M,,50
1001601,10105000141,104,M,,XS
1001602,22084419684,23,M,,38
1001603,14077421433,134,M,,46
1001604,13126021067,7,F,,L
1001605,13108521370,130,M,,M
1001606,10104000032,13,F,,L
1001607,13119900462,43,F,,XXL
1001608,17054512066,121,F,,52
1001609,23097121664,76,M,,XXL
1001610,1127523203,11,F,,XS
1001611,10105500136,87,M,,XXL
1001612,3028711300,21,F,,44
1001613,23045612120,118,M,,XL
1001614,5037527132,131,F,,XL
1001615,17065349957,98,M,,M
1001616,27128922488,21,F,,42
1001617,24125328160,117,M,,L
1001618,23097749981,143,F,,46
1001619,10106000099,22,F,,45
1001620,10106600185,9,F,,M
1001621,29034620421,91,M,,XS
1001622,1014700230,95,M,,S
1001623,31056549873,91,M,,L
1001624,29098318664,128,F,,44
1001625,1014700230,126,M,,44
1001626,10117500182,112,F,,XXL
1001627,13066821298,147,F,,48
1001628,17127419167,50,M,,50
1001629,10103000004,73,M,,L
1001630,10105500136,49,M,,54
1001631,1127523203,148,F,,54
1001632,24036417648,74,F,,XL
1001633,6073910828,148,F,,44
1001634,27128922488,103,F,,75E
1001635,30075423140,90,M,,S
1001636,23034218595,94,F,,XXL
1001637,22078120022,69,M,,M
1001638,16015522805,101,M,,XS
1001639,10114000294,113,M,,L
1001640,30036549854,74,F,,XXL
1001641,5055520269,125,F,,S
1001642,13066821298,125,F,,XL
1001643,31074120485,88,F,,XS
1001644,14077421433,124,M,,S
1001645,9047819765,70,F,,M
1001646,30075423140,60,M,,S
1001647,20114820076,57,F,,XL
1001648,6047749997,99,M,,L
1001649,13108521370,110,M,,M
1001650,13108521370,105,M,,M
1001651,24014021406,15,F,,XL
1001652,13119900462,14,F,,54
1001653,1097118821,97,M,,L
1001654,31128424531,134,M,,48
1001655,10100387072,62,F,,S
1001656,26069219488,114,M,,XL
1001657,24014021406,74,F,,XL
1001658,5087949879,52,F,,48
1001659,10105000060,148,M,,50
1001660,8107049836,123,F,,46
1001661,6047749997,14,M,,54
1001662,23097121664,67,M,,XXL
1001663,3057621213,156,F,,48
1001664,29027619523,7,M,,XS
1001665,30036549854,116,F,,XXL
1001666,15115720764,83,M,,XS
1001667,22017519488,88,F,,XXL
1001668,23097749981,3,F,,XS
1001669,23034218595,117,F,,XXL
1001670,10106000250,91,F,,XS
1001671,3057621213,16,F,,L
1001672,17065349957,8,M,,M
1001673,10105000141,26,M,,37
1001674,13057919803,152,F,,44
1001675,29027619523,33,M,,38
1001676,15115720764,2,M,,XS
1001677,30116822004,16,F,,M
1001678,11106421406,88,F,,XXL
1001679,13057919803,37,F,,39
1001680,5055520269,102,F,,S
1001681,13066821298,99,F,,XL
1001682,11117319646,84,F,,M
1001683,5055520269,151,F,,50
1001684,9016618850,126,F,,54
1001685,24036417648,129,F,,XL
1001686,22017519488,73,F,,XXL
1001687,17065349957,129,M,,M
1001688,1014700230,23,M,,40
1001689,19075019974,37,F,,35
1001690,9056718246,32,M,,43
1001691,31128424531,55,M,,48
1001692,18055113781,113,M,,XS
1001693,29098318664,133,F,,44
1001694,1014700230,2,M,,S
1001695,25043817909,98,M,,S
1001696,22017519488,48,F,,XXL
1001697,16086520005,129,M,,XL
1001698,16086520005,3,M,,XL
1001699,5037527132,123,F,,46
1001700,29098318664,50,F,,44
1001701,10106000250,157,F,,44
1001702,3057621213,41,F,,L
1001703,30075423140,90,M,,S
1001704,10108600050,145,M,,XS
1001705,10105500055,78,M,,XS
1001706,2030146134,130,M,,M
1001707,23045612120,18,M,,XL
1001708,17054512066,126,F,,52
1001709,22084419684,104,M,,XL
1001710,10106000250,64,F,,XS
1001711,13057919803,24,F,,39
1001712,3108549954,82,F,,XL
1001713,26069219488,42,M,,XL
1001714,5055520269,47,F,,S
1001715,31056549873,49,M,,54
1001716,23045612120,37,M,,37
1001717,10100682058,50,F,,50
1001718,9016618850,35,F,,41
1001719,19087221558,50,F,,46
1001720,6047749997,124,M,,L
1001721,17054512066,33,F,,40
1001722,23045612120,39,M,,37
1001723,14077421433,41,M,,S
